east_utm48,north_utm48,z,strike_slip,dip_slip,net_slip,strike,dip
351059,3466938,-478.9048936896879,-1.1687929,40.711601,40.72837503297046,-128,35
328049,3448960,-478.9048936896879,-60.121906,66.090402,89.34531223066178,-128,35
305038,3430983,-478.9048936896879,-57.301302,-5.8292138e-14,57.301302,-128,35
362572,3461688,-486.76461589882956,-364.27965,437.60125999999997,569.3808270022007,-128,35
348766,3450902,-486.76461589882956,-292.0485,488.51927,569.160261713327,-128,35
334959,3440115,-486.76461589882956,-358.5156,383.47987,524.9669000409234,-128,35
321153,3429329,-486.76461589882956,-175.15831,-1.1838568e-14,175.15831,-128,35
307347,3418542,-486.76461589882956,-15.046042000000002,-7.404408999999999e-16,15.046042000000002,-128,35
369151,3457332,-492.0044308005201,-352.71828999999997,648.16633,737.9226134536012,-128,35
359290,3449628,-492.0044308005201,-385.65155,589.93659,704.8065679590611,-128,35
349428,3441923,-492.0044308005201,-196.3749,498.414,535.704785069174,-128,35
339567,3434218,-492.0044308005201,-179.01141,353.75427,396.46837005418354,-128,35
329705,3426514,-492.0044308005201,-118.70296,134.68724,179.53006804315316,-128,35
319843,3418809,-492.0044308005201,4.6227970999999995e-14,-5.193885e-16,4.623088866970624e-14,-128,35
309982,3411104,-492.0044308005201,4.1343080999999995e-15,-1.0560231e-15,4.267046783603294e-15,-128,35
373702,3454557,-495.497640696742,-281.24486,717.96982,771.08970535681,-128,35
366799,3449163,-495.497640696742,-415.40285,685.04881,801.1562892910089,-128,35
359896,3443770,-495.497640696742,-309.00215,568.6195700000001,647.1557340328582,-128,35
352993,3438377,-495.497640696742,-146.25077,396.13112,422.2666834573234,-128,35
346089,3432984,-495.497640696742,-109.75128000000001,300.9859,320.3714335899011,-128,35
339186,3427590,-495.497640696742,-99.907842,181.23436,206.94798896753397,-128,35
332283,3422197,-495.497640696742,-69.83926899999999,110.74893,130.9307030096427,-128,35
325380,3416804,-495.497640696742,2.4769854e-15,98.093393,98.093393,-128,35
318477,3411410,-495.497640696742,1.7100139000000002e-15,20.274195000000002,20.274195000000002,-128,35
311574,3406017,-495.497640696742,1.2988436999999999e-14,7.0841095e-16,1.3007741609405105e-14,-128,35
376900,3452835,-497.82644720818683,-263.01294,984.3470900000001,1018.8792863724888,-128,35
372298,3449239,-497.82644720818683,-412.41289,1105.8418,1180.2417034088364,-128,35
367696,3445644,-497.82644720818683,-418.5027,723.88894,836.1577048389937,-128,35
363094,3442048,-497.82644720818683,-347.91699,622.52378,713.1494153374512,-128,35
358492,3438453,-497.82644720818683,-239.4821,489.76283,545.1782331219937,-128,35
353890,3434857,-497.82644720818683,-135.17594,350.34663,375.5200339625577,-128,35
349288,3431262,-497.82644720818683,-88.564941,276.67103,290.500615516722,-128,35
344686,3427666,-497.82644720818683,-68.307909,201.83863,213.08402800826997,-128,35
340084,3424071,-497.82644720818683,-78.085535,136.3389,157.1166650277628,-128,35
335481,3420475,-497.82644720818683,-83.299175,107.8859,136.30157730008347,-128,35
330879,3416880,-497.82644720818683,-17.841632,90.042114,91.79273460362982,-128,35
326277,3413284,-497.82644720818683,6.7779844e-15,117.12442,117.12442,-128,35
321675,3409689,-497.82644720818683,2.8955716e-15,105.29638,105.29638,-128,35
317073,3406093,-497.82644720818683,2.8531604e-15,78.41922199999999,78.41922199999999,-128,35
312471,3402498,-497.82644720818683,-72.999487,134.66177,153.17544647167205,-128,35
378997,3451660,-499.3789849207218,-295.48442,1019.8689,1061.811478394327,-128,35
375859,3449208,-499.3789849207218,-255.86665,1162.8352,1190.652529053402,-128,35
372722,3446757,-499.3789849207218,-514.5206400000001,913.8230900000001,1048.7154660837027,-128,35
369584,3444305,-499.3789849207218,-439.44417000000004,721.89856,845.1323621049324,-128,35
366446,3441854,-499.3789849207218,-379.64237,664.83053,765.5899442386229,-128,35
363308,3439402,-499.3789849207218,-311.91346,588.3419,665.9100523530047,-128,35
360171,3436951,-499.3789849207218,-250.6105,501.60562000000004,560.7261548437298,-128,35
357033,3434499,-499.3789849207218,-181.3315,406.81961,445.4024112786123,-128,35
353895,3432048,-499.3789849207218,-111.75814,310.93617,330.4106288703929,-128,35
350757,3429596,-499.3789849207218,-72.650306,252.61388,262.85326577873826,-128,35
347620,3427145,-499.3789849207218,-59.235212,214.17039,222.2110849922592,-128,35
344482,3424693,-499.3789849207218,-56.787822999999996,163.59713,173.17297071228012,-128,35
341344,3422242,-499.3789849207218,-71.156754,127.76398,146.24266896243694,-128,35
338206,3419790,-499.3789849207218,-97.67564300000001,92.49838299999999,134.52316563729138,-128,35
335068,3417339,-499.3789849207218,-62.384980000000006,90.84914300000001,110.20640867678635,-128,35
331931,3414887,-499.3789849207218,-25.283723000000002,63.51933399999999,68.36645698399387,-128,35
328793,3412436,-499.3789849207218,3.1426545000000003e-15,113.63173,113.63173,-128,35
325655,3409984,-499.3789849207218,5.6490905e-15,124.54526000000001,124.54526000000001,-128,35
322517,3407533,-499.3789849207218,4.8474619e-15,116.50948999999999,116.50948999999999,-128,35
319380,3405081,-499.3789849207218,7.722687500000001e-15,104.81470999999999,104.81470999999999,-128,35
316242,3402630,-499.3789849207218,-25.334454,123.55296000000001,126.1236238150479,-128,35
313104,3400178,-499.3789849207218,-160.12083,199.25328000000002,255.61797626662977,-128,35
